Proceso,Expediente Tipo,Expediente Número,Magistrado(a) ponente,Sala,Sentencia Tipo,Sentencia,Fecha Sentencia,SV-SPV,AV-APV
Tutela,T,848717,Alfredo Beltrán Sierra,Salas de Revisión,T,T-523/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,871531,Alfredo Beltrán Sierra,Salas de Revisión,T,T-524/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,850403,Alfredo Beltrán Sierra,Salas de Revisión,T,T-525/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,850657,Alvaro Tafur Galvis,Salas de Revisión,T,T-526/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,849533,Alvaro Tafur Galvis,Salas de Revisión,T,T-527/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858264,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-528/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,847093,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-529/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,847326,Jaime Araujo Rentería,Salas de Revisión,T,T-530/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,849100,Jaime Araujo Rentería,Salas de Revisión,T,T-531/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,849110,Jaime Araujo Rentería,Salas de Revisión,T,T-532/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,848865,Alfredo Beltrán Sierra,Salas de Revisión,T,T-535/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,849544,Clara Inés Vargas Hernández,Salas de Revisión,T,T-536/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,848612,Clara Inés Vargas Hernández,Salas de Revisión,T,T-537/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,848599,Clara Inés Vargas Hernández,Salas de Revisión,T,T-538/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,849028,Clara Inés Vargas Hernández,Salas de Revisión,T,T-539/04,05/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,817342,Jaime Córdoba Triviño,Salas de Revisión,T,T-540/04,05/28/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,847890,Jaime Córdoba Triviño,Salas de Revisión,T,T-541/04,05/28/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,851388,Jaime Córdoba Triviño,Salas de Revisión,T,T-543/04,05/28/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,839262,Jaime Córdoba Triviño,Salas de Revisión,T,T-544/04,05/28/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,857487,Eduardo Montealegre Lynett,Salas de Revisión,T,T-545/04,05/28/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,854539,Alvaro Tafur Galvis,Salas de Revisión,T,T-542/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,845730,Alvaro Tafur Galvis,Salas de Revisión,T,T-546/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,768112,Alvaro Tafur Galvis,Salas de Revisión,T,T-547/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,855299,Alvaro Tafur Galvis,Salas de Revisión,T,T-548/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,848119,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-549/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,847906,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-550/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,868689,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-551/04,05/31/2004 12:00:00 AM,s.d.,s.d.
Ley Aprobatoria de Tratado,LAT,251,Jaime Araujo Rentería,Sala Plena,C,C-557/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4930,Clara Inés Vargas Hernández,Sala Plena,C,C-558/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4850,Alvaro Tafur Galvis; Alfredo Beltrán Sierra,Sala Plena,C,C-559/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4954,Jaime Córdoba Triviño,Sala Plena,C,C-560/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4964,Manuel José Cepeda Espinosa,Sala Plena,C,C-561/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4937,Jaime Araujo Rentería,Sala Plena,C,C-562/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,851283,Jaime Araujo Rentería,Salas de Revisión,T,T-552/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867045,Jaime Araujo Rentería,Salas de Revisión,T,T-553/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,849541,Jaime Araujo Rentería,Salas de Revisión,T,T-554/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,837604,Jaime Araujo Rentería,Salas de Revisión,T,T-555/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,848843,Rodrigo Escobar Gil,Salas de Revisión,T,T-556/04,06/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,854773,Alfredo Beltrán Sierra,Salas de Revisión,T,T-563/04,06/03/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858353,Alfredo Beltrán Sierra,Salas de Revisión,T,T-564/04,06/03/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,848600,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-565/04,06/04/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,855478,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-566/04,06/04/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,864282,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-567/04,06/04/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4917,Manuel José Cepeda Espinosa,Sala Plena,C,C-568/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4939,Rodrigo Uprimny Yepes,Sala Plena,C,C-569/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4952,Manuel José Cepeda Espinosa,Sala Plena,C,C-570/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4968,Rodrigo Escobar Gil,Sala Plena,C,C-571/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4906,Rodrigo Uprimny Yepes,Sala Plena,C,C-572/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4926,Rodrigo Uprimny Yepes,Sala Plena,C,C-573/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4943,Clara Inés Vargas Hernández,Sala Plena,C,C-574/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4927,Jaime Araujo Rentería,Sala Plena,C,C-575/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5002,Jaime Araujo Rentería,Sala Plena,C,C-576/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5005,Manuel José Cepeda Espinosa,Sala Plena,C,C-577/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5060,Alfredo Beltrán Sierra,Sala Plena,C,C-578/04,06/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867814,Clara Inés Vargas Hernández,Salas de Revisión,T,T-579/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858330,Clara Inés Vargas Hernández,Salas de Revisión,T,T-580/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,843358,Clara Inés Vargas Hernández,Salas de Revisión,T,T-581/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,725721,Clara Inés Vargas Hernández,Salas de Revisión,T,T-582/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,863994,Clara Inés Vargas Hernández,Salas de Revisión,T,T-583/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861634,Alfredo Beltrán Sierra,Salas de Revisión,T,T-584/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,856971,Alfredo Beltrán Sierra,Salas de Revisión,T,T-585/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,855281,Jaime Córdoba Triviño,Salas de Revisión,T,T-586/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,855336,Jaime Córdoba Triviño,Salas de Revisión,T,T-587/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,855215,Rodrigo Escobar Gil,Salas de Revisión,T,T-588/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,811003,Rodrigo Escobar Gil,Salas de Revisión,T,T-589/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,820803,Rodrigo Escobar Gil,Salas de Revisión,T,T-590/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,852733,Jaime Córdoba Triviño,Salas de Revisión,T,T-591/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,863802,Alfredo Beltrán Sierra,Salas de Revisión,T,T-602/04,06/10/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,869382,Jaime Córdoba Triviño,Salas de Revisión,T,T-592/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,854987,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-593/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,857967,Jaime Córdoba Triviño,Salas de Revisión,T,T-594/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,846930,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-595/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,859334,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-596/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,843420,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-597/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,717612,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-598/04,06/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,859011,Jaime Araujo Rentería,Salas de Revisión,T,T-599/04,06/16/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,856892,Jaime Araujo Rentería,Salas de Revisión,T,T-600/04,06/16/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858980,Alfredo Beltrán Sierra,Salas de Revisión,T,T-601/04,06/16/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,854380,Jaime Araujo Rentería,Salas de Revisión,T,T-603/04,06/16/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858327,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-604/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,857142,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-605/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,857505,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-606/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,827353,Clara Inés Vargas Hernández,Salas de Revisión,T,T-607/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,856416,Clara Inés Vargas Hernández,Salas de Revisión,T,T-608/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,859829,Clara Inés Vargas Hernández,Salas de Revisión,T,T-609/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858033,Clara Inés Vargas Hernández,Salas de Revisión,T,T-610/04,06/17/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,863632,Alfredo Beltrán Sierra,Salas de Revisión,T,T-611/04,06/24/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,868486,Alfredo Beltrán Sierra,Salas de Revisión,T,T-612/04,06/24/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861359,Jaime Córdoba Triviño,Salas de Revisión,T,T-613/04,06/25/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,782800,Jaime Córdoba Triviño,Salas de Revisión,T,T-614/04,06/25/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,857913,Jaime Córdoba Triviño,Salas de Revisión,T,T-615/04,06/25/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861381,Jaime Araujo Rentería,Salas de Revisión,T,T-616/04,06/25/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858064,Jaime Araujo Rentería,Salas de Revisión,T,T-617/04,06/25/2004 12:00:00 AM,s.d.,s.d.
Ley Aprobatoria de Tratado,LAT,255,Alfredo Beltrán Sierra,Sala Plena,C,C-618/04,06/29/2004 12:00:00 AM,s.d.,s.d.
Ley Aprobatoria de Tratado,LAT,262,Marco Gerardo Monroy Cabra,Sala Plena,C,C-619/04,06/29/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5009,Jaime Araujo Rentería,Sala Plena,C,C-621/04,06/29/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5043,Marco Gerardo Monroy Cabra,Sala Plena,C,C-622/04,06/29/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4933,Rodrigo Escobar Gil,Sala Plena,C,C-623/04,06/29/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4992,Jaime Araujo Rentería,Sala Plena,C,C-620/04,06/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,915264,Alfredo Beltrán Sierra,Salas de Revisión,T,T-624/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867876,Alfredo Beltrán Sierra,Salas de Revisión,T,T-625/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,900045,Alfredo Beltrán Sierra,Salas de Revisión,T,T-626/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,901018,Alfredo Beltrán Sierra,Salas de Revisión,T,T-627/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,887184,Alfredo Beltrán Sierra,Salas de Revisión,T,T-628/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,879994,Alfredo Beltrán Sierra,Salas de Revisión,T,T-629/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867967,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-630/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861747,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-632/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,862319,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-633/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,837513,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-634/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,863387,Jaime Araujo Rentería,Salas de Revisión,T,T-635/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,862862,Jaime Araujo Rentería,Salas de Revisión,T,T-636/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,746978,Rodrigo Escobar Gil,Salas de Revisión,T,T-639/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,862543,Rodrigo Escobar Gil,Salas de Revisión,T,T-640/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,863929,Rodrigo Escobar Gil,Salas de Revisión,T,T-641/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,864541,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-642/04,07/01/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,865500,Jaime Córdoba Triviño,Salas de Revisión,T,T-637/04,07/02/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861912,Jaime Córdoba Triviño,Salas de Revisión,T,T-638/04,07/02/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,865423,Rodrigo Escobar Gil,Salas de Revisión,T,T-643/04,07/06/2004 12:00:00 AM,s.d.,s.d.
Ley Aprobatoria de Tratado,LAT,250,Rodrigo Escobar Gil,Sala Plena,C,C-644/04,07/07/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,862965,Alvaro Tafur Galvis,Salas de Revisión,T,T-645/04,07/07/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,859873,Alvaro Tafur Galvis,Salas de Revisión,T,T-646/04,07/07/2004 12:00:00 AM,s.d.,s.d.
Ley Aprobatoria de Tratado,LAT,254,Marco Gerardo Monroy Cabra,Sala Plena,C,C-661/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4993,Rodrigo Uprimny Yepes,Sala Plena,C,C-662/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5017,Rodrigo Uprimny Yepes,Sala Plena,C,C-663/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867106,Jaime Córdoba Triviño,Salas de Revisión,T,T-647/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,885343,Alfredo Beltrán Sierra,Salas de Revisión,T,T-648/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,875052,Alfredo Beltrán Sierra,Salas de Revisión,T,T-649/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,872157,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-650/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,869984,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-651/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867299,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-652/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,856266,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-653/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,871043,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-654/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,864734,Jaime Córdoba Triviño,Salas de Revisión,T,T-655/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,868249,Jaime Córdoba Triviño,Salas de Revisión,T,T-656/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,868481,Alvaro Tafur Galvis,Salas de Revisión,T,T-657/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,866821,Alvaro Tafur Galvis,Salas de Revisión,T,T-658/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,809607,Rodrigo Escobar Gil,Salas de Revisión,T,T-659/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,872192,Rodrigo Escobar Gil,Salas de Revisión,T,T-660/04,07/08/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,853422,Jaime Araujo Rentería,Salas de Revisión,T,T-664/04,07/09/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867914,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-665/04,07/09/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867202,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-666/04,07/09/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867445,Jaime Araujo Rentería,Salas de Revisión,T,T-667/04,07/12/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5037,Alfredo Beltrán Sierra,Sala Plena,C,C-668/04,07/13/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4928,Jaime Córdoba Triviño,Sala Plena,C,C-669/04,07/13/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4865,Clara Inés Vargas Hernández,Sala Plena,C,C-670/04,07/13/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5031,Jaime Córdoba Triviño,Sala Plena,C,C-671/04,07/13/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4973,Rodrigo Uprimny Yepes,Sala Plena,C,C-672/04,07/13/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,859643,Alfredo Beltrán Sierra,Salas de Revisión,T,T-673/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,892192,Alfredo Beltrán Sierra,Salas de Revisión,T,T-674/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,921471,Alfredo Beltrán Sierra,Salas de Revisión,T,T-675/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,845134,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-677/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,789512,Jaime Córdoba Triviño,Salas de Revisión,T,T-678/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,865842,Jaime Córdoba Triviño,Salas de Revisión,T,T-679/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,871672,Jaime Córdoba Triviño,Salas de Revisión,T,T-680/04,07/15/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,871798,Jaime Araujo Rentería,Salas de Revisión,T,T-681/04,07/16/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,889688,Jaime Araujo Rentería,Salas de Revisión,T,T-682/04,07/16/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,859661,Clara Inés Vargas Hernández,Salas de Revisión,T,T-684/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,855497,Clara Inés Vargas Hernández,Salas de Revisión,T,T-685/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,864869,Clara Inés Vargas Hernández,Salas de Revisión,T,T-686/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,867203,Clara Inés Vargas Hernández,Salas de Revisión,T,T-687/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,872746,Clara Inés Vargas Hernández,Salas de Revisión,T,T-688/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,853326,Alvaro Tafur Galvis,Salas de Revisión,T,T-689/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,869058,Alvaro Tafur Galvis,Salas de Revisión,T,T-690/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,851834,Alvaro Tafur Galvis,Salas de Revisión,T,T-691/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,869042,Alvaro Tafur Galvis,Salas de Revisión,T,T-692/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,878349,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-693/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,880809,Marco Gerardo Monroy Cabra,Salas de Revisión,T,T-695/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861387,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-696/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,869975,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-697/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,869246,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-698/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,872104,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-699/04,07/22/2004 12:00:00 AM,s.d.,s.d.
Objeción de Inconstitucionalidad,OP,78,Clara Inés Vargas Hernández,Sala Plena,C,C-700/04,07/27/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,671925,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-701/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,874847,Alfredo Beltrán Sierra,Salas de Revisión,T,T-702/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,921189,Alfredo Beltrán Sierra,Salas de Revisión,T,T-703/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,922822,Alfredo Beltrán Sierra,Salas de Revisión,T,T-704/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,872121,Jaime Araujo Rentería,Salas de Revisión,T,T-705/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,891191,Jaime Araujo Rentería,Salas de Revisión,T,T-706/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,780128,Alvaro Tafur Galvis,Salas de Revisión,T,T-707/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,781010,Alvaro Tafur Galvis,Salas de Revisión,T,T-708/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,875406,Manuel José Cepeda Espinosa,Salas de Revisión,T,T-709/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,861850,Jaime Araujo Rentería,Salas de Revisión,T,T-751/04,07/29/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,872636,Jaime Córdoba Triviño,Salas de Revisión,T,T-710/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,881454,Jaime Córdoba Triviño,Salas de Revisión,T,T-711/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,804623,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-712/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,858273,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-713/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,875538,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-714/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,850683,Rodrigo Uprimny Yepes,Salas de Revisión,T,T-715/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,875227,Rodrigo Escobar Gil,Salas de Revisión,T,T-725/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,892006,Rodrigo Escobar Gil,Salas de Revisión,T,T-726/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,839299,Rodrigo Escobar Gil,Salas de Revisión,T,T-727/04,07/30/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,755657,Jaime Araujo Rentería,Salas de Revisión,T,T-716/04,08/02/2004 12:00:00 AM,s.d.,s.d.
Tutela,T,876404,Jaime Araujo Rentería,Salas de Revisión,T,T-717/04,08/02/2004 12:00:00 AM,s.d.,s.d.
Ley Aprobatoria de Tratado,LAT,252,Alvaro Tafur Galvis,Sala Plena,C,C-718/04,08/03/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5012,Alvaro Tafur Galvis,Sala Plena,C,C-719/04,08/03/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5019,Alvaro Tafur Galvis,Sala Plena,C,C-720/04,08/03/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5056,Clara Inés Vargas Hernández,Sala Plena,C,C-721/04,08/03/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5047,Rodrigo Escobar Gil,Sala Plena,C,C-722/04,08/03/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,5024,Jaime Araujo Rentería,Sala Plena,C,C-723/04,08/03/2004 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4967,Clara Inés Vargas Hernández,Sala Plena,C,C-724/04,08/03/2004 12:00:00 AM,s.d.,s.d.
