Proceso,Expediente Tipo,Expediente Número,Magistrado(a) ponente,Sala,Sentencia Tipo,Sentencia,Fecha Sentencia,SV-SPV,AV-APV
Tutela,T,1297,José Gregorio Hernández Galindo,Salas de Revisión,T,T-012/92,02/25/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,118,José Gregorio Hernández Galindo,Salas de Revisión,T,T-001/92,04/03/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,1,Eduardo Cifuentes Muñoz,Sala Plena,C,C-004/92,05/07/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,644,Alejandro Martínez Caballero,Salas de Revisión,T,T-002/92,05/08/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,3,Jaime Sanin Greiffenstein,Sala Plena,C,C-005/92,05/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,309,José Gregorio Hernández Galindo,Salas de Revisión,T,T-003/92,05/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,221,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-006/92,05/12/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,283,José Gregorio Hernández Galindo,Salas de Revisión,T,T-007/92,05/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,399,Fabio Morón Díaz,Salas de Revisión,T,T-008/92,05/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,31,Alejandro Martínez Caballero,Salas de Revisión,T,T-009/92,05/22/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,531,Alejandro Martínez Caballero,Salas de Revisión,T,T-010/92,05/22/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,716,Alejandro Martínez Caballero,Salas de Revisión,T,T-011/92,05/22/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,210,Fabio Morón Díaz,Salas de Revisión,T,T-013/92,05/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,771,Fabio Morón Díaz,Salas de Revisión,T,T-014/92,05/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,265,Fabio Morón Díaz,Salas de Revisión,T,T-015/92,05/28/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,6,Alejandro Martínez Caballero,Sala Plena,C,C-221/92,05/29/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,350,Ciro Angarita Baron,Salas de Revisión,T,T-223/92,06/02/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,104,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-401/92,06/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,503,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-402/92,06/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,628,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-403/92,06/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,586,José Gregorio Hernández Galindo,Salas de Revisión,T,T-404/92,06/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1018,José Gregorio Hernández Galindo,Salas de Revisión,T,T-405/92,06/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,778,Ciro Angarita Baron,Salas de Revisión,T,T-406/92,06/05/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,81,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-407/92,06/05/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,480,Ciro Angarita Baron,Salas de Revisión,T,T-413/92,06/05/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,606,José Gregorio Hernández Galindo,Salas de Revisión,T,T-408/92,06/08/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,125,José Gregorio Hernández Galindo,Salas de Revisión,T,T-409/92,06/08/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,43,José Gregorio Hernández Galindo,Salas de Revisión,T,T-410/92,06/08/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,534,Ciro Angarita Baron,Salas de Revisión,T,T-414/92,06/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,26,Ciro Angarita Baron,Salas de Revisión,T,T-222/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,744,Ciro Angarita Baron,Salas de Revisión,T,T-224/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,670,Ciro Angarita Baron; EDuardo Cifuentes Muñoz,Salas de Revisión,T,T-225/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,785,Alejandro Martínez Caballero,Salas de Revisión,T,T-411/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,875,Alejandro Martínez Caballero,Salas de Revisión,T,T-412/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,101,Ciro Angarita Baron,Salas de Revisión,T,T-415/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,355,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-419/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,693,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-420/92,06/17/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,14,Fabio Morón Díaz,Sala Plena,C,C-417/92,06/18/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,15,José Gregorio Hernández Galindo,Sala Plena,C,C-416/92,06/19/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,398,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-418/92,06/19/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1263,Alejandro Martínez Caballero,Salas de Revisión,T,T-421/92,06/19/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,29,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-422/92,06/19/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,351,Fabio Morón Díaz,Salas de Revisión,T,T-423/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1246,Fabio Morón Díaz,Salas de Revisión,T,T-424/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,736,Ciro Angarita Baron,Salas de Revisión,T,T-425/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,824,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-426/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,936,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-427/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,859,Ciro Angarita Baron,Salas de Revisión,T,T-428/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1011,Ciro Angarita Baron,Salas de Revisión,T,T-429/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,945,José Gregorio Hernández Galindo,Salas de Revisión,T,T-430/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1005,José Gregorio Hernández Galindo,Salas de Revisión,T,T-431/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,998,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-433/92,06/24/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,26,Fabio Morón Díaz,Sala Plena,C,C-434/92,06/25/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,8,Fabio Morón Díaz,Sala Plena,C,C-435/92,06/25/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,860,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-432/92,06/25/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1554,José Gregorio Hernández Galindo,Salas de Revisión,T,T-437/92,06/30/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1507,Ciro Angarita Baron,Salas de Revisión,T,T-436/92,07/01/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1413,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-438/92,07/02/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1088,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-439/92,07/02/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1152,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-440/92,07/02/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1378,Alejandro Martínez Caballero,Salas de Revisión,T,T-441/92,07/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1076,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-442/92,07/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1369,José Gregorio Hernández Galindo,Salas de Revisión,T,T-443/92,07/06/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1117,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-445/92,07/06/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1109,Alejandro Martínez Caballero,Salas de Revisión,T,T-444/92,07/07/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1511,Fabio Morón Díaz,Salas de Revisión,T,T-446/92,07/08/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,4,Eduardo Cifuentes Muñoz,Sala Plena,C,C-447/92,07/09/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,5,José Gregorio Hernández Galindo,Sala Plena,C,C-448/92,07/09/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,33,Alejandro Martínez Caballero,Sala Plena,C,C-449/92,07/09/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1211,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-450/92,07/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1285,Ciro Angarita Baron,Salas de Revisión,T,T-451/92,07/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1429,Fabio Morón Díaz,Salas de Revisión,T,T-452/92,07/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1239,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-453/92,07/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1282,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-454/92,07/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2133,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-455/92,07/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1340,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-462/92,07/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1778,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-456/92,07/14/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1376,Ciro Angarita Baron,Salas de Revisión,T,T-457/92,07/14/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2169,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-458/92,07/14/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1491,José Gregorio Hernández Galindo,Salas de Revisión,T,T-459/92,07/15/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2018,José Gregorio Hernández Galindo,Salas de Revisión,T,T-460/92,07/15/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,4,Ciro Angarita Baron,Sala Plena,C,C-465/92,07/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1300,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-463/92,07/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1674,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-464/92,07/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1707,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-470/92,07/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1835,Ciro Angarita Baron,Salas de Revisión,T,T-466/92,07/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1736,Fabio Morón Díaz,Salas de Revisión,T,T-467/92,07/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1475,Fabio Morón Díaz,Salas de Revisión,T,T-468/92,07/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1708,Alejandro Martínez Caballero,Salas de Revisión,T,T-469/92,07/17/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1449,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-471/92,07/17/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,32,José Gregorio Hernández Galindo,Sala Plena,C,C-472/92,07/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1815,Ciro Angarita Baron,Salas de Revisión,T,T-473/92,07/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1270,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-474/92,07/29/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1917,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-475/92,07/29/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2069,Alejandro Martínez Caballero,Salas de Revisión,T,T-476/92,07/29/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2036,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-496/92,08/01/1992 12:00:00 AM,s.d.,s.d.
Tratado Internacional,TI,3,José Gregorio Hernández Galindo,Sala Plena,C,C-477/92,08/06/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,3,Eduardo Cifuentes Muñoz,Sala Plena,C,C-478/92,08/06/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1098,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-480/92,08/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1820,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-481/92,08/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2407,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-482/92,08/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2055,Fabio Morón Díaz,Salas de Revisión,T,T-483/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2130,Fabio Morón Díaz,Salas de Revisión,T,T-484/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2320,Fabio Morón Díaz,Salas de Revisión,T,T-485/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1900,Alejandro Martínez Caballero,Salas de Revisión,T,T-486/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2047,Alejandro Martínez Caballero,Salas de Revisión,T,T-487/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,26522,Fabio Morón Díaz,Salas de Revisión,T,T-488/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,26522,Fabio Morón Díaz,Salas de Revisión,T,T-489/92,08/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1872,José Gregorio Hernández Galindo,Salas de Revisión,T,T-492/92,08/12/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1958,José Gregorio Hernández Galindo,Salas de Revisión,T,T-493/92,08/12/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1909,Ciro Angarita Baron,Salas de Revisión,T,T-494/92,08/12/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2003,Ciro Angarita Baron,Salas de Revisión,T,T-495/92,08/12/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,20,José Gregorio Hernández Galindo,Sala Plena,C,C-479/92,08/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1973,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-490/92,08/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2193,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-491/92,08/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2160,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-497/92,08/13/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2295,Ciro Angarita Baron,Salas de Revisión,T,T-498/92,08/21/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2359,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-499/92,08/21/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2231,José Gregorio Hernández Galindo,Salas de Revisión,T,T-500/92,08/21/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2506,José Gregorio Hernández Galindo,Salas de Revisión,T,T-501/92,08/21/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2241,Alejandro Martínez Caballero,Salas de Revisión,T,T-502/92,08/21/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2471,Ciro Angarita Baron,Salas de Revisión,T,T-506/92,08/21/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2522,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-509/92,08/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2335,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-503/92,08/25/1992 12:00:00 AM,s.d.,s.d.
Tratado Internacional,TI,5,Alejandro Martínez Caballero,Sala Plena,C,C-504/92,08/27/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2535,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-505/92,08/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2416,Fabio Morón Díaz,Salas de Revisión,T,T-508/92,08/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2516,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-507/92,08/31/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,29,Eduardo Cifuentes Muñoz,Sala Plena,C,C-510/92,09/03/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,34,Eduardo Cifuentes Muñoz,Sala Plena,C,C-511/92,09/03/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2755,Ciro Angarita Baron,Salas de Revisión,T,T-525/92,09/08/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3999,José Gregorio Hernández Galindo,Salas de Revisión,T,T-512/92,09/09/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,42,José Gregorio Hernández Galindo,Sala Plena,C,C-513/92,09/10/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,38,José Gregorio Hernández Galindo,Sala Plena,C,C-514/92,09/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2587,José Gregorio Hernández Galindo,Salas de Revisión,T,T-515/92,09/11/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,1,Ciro Angarita Baron,Sala Plena,C,C-517/92,09/15/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2662,Fabio Morón Díaz,Salas de Revisión,T,T-516/92,09/15/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2649,José Gregorio Hernández Galindo,Salas de Revisión,T,T-518/92,09/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2795,José Gregorio Hernández Galindo,Salas de Revisión,T,T-519/92,09/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2988,José Gregorio Hernández Galindo,Salas de Revisión,T,T-520/92,09/16/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2598,Ciro Angarita Baron,Salas de Revisión,T,T-523/92,09/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2606,Ciro Angarita Baron,Salas de Revisión,T,T-524/92,09/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2979,Ciro Angarita Baron,Salas de Revisión,T,T-526/92,09/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2585,Fabio Morón Díaz,Salas de Revisión,T,T-527/92,09/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2679,Fabio Morón Díaz,Salas de Revisión,T,T-528/92,09/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2710,Fabio Morón Díaz,Salas de Revisión,T,T-529/92,09/18/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2868,Alejandro Martínez Caballero,Salas de Revisión,T,T-521/92,09/19/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2972,Alejandro Martínez Caballero,Salas de Revisión,T,T-522/92,09/19/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2650,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-530/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2981,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-531/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3007,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-532/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3038,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-533/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2556,Alejandro Martínez Caballero,Salas de Revisión,T,T-535/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2610,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-536/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2642,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-537/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2690,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-538/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2978,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-539/92,09/23/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,45,Fabio Morón Díaz,Sala Plena,C,C-541/92,09/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3115,Ciro Angarita Baron,Salas de Revisión,T,T-534/92,09/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3126,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-540/92,09/24/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3156,Alejandro Martínez Caballero,Salas de Revisión,T,T-542/92,09/25/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,56,José Gregorio Hernández Galindo,Sala Plena,C,C-543/92,10/01/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,17,Alejandro Martínez Caballero,Sala Plena,C,C-544/92,10/01/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,11,Alejandro Martínez Caballero,Sala Plena,C,C-545/92,10/01/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,23,Ciro Angarita Baron,Sala Plena,C,C-546/92,10/01/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3676,Alejandro Martínez Caballero,Salas de Revisión,T,T-547/92,10/02/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3479,Ciro Angarita Baron,Salas de Revisión,T,T-548/92,10/02/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,22,Simon Rodriguez Rodriguez,Sala Plena,C,C-549/92,10/05/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3574,José Gregorio Hernández Galindo,Salas de Revisión,T,T-550/92,10/07/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3524,José Gregorio Hernández Galindo,Salas de Revisión,T,T-551/92,10/07/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3197,Fabio Morón Díaz,Salas de Revisión,T,T-552/92,10/07/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,37,Jaime Sanin Greiffenstein,Sala Plena,C,C-553/92,10/08/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,8,Simon Rodriguez Rodriguez,Sala Plena,C,C-579/92,10/08/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3238,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-554/92,10/09/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2437,Alejandro Martínez Caballero,Salas de Revisión,T,T-555/92,10/14/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,6,Sala Plena,Sala Plena,C,C-556/92,10/15/1992 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,7,Sala Plena,Sala Plena,C,C-557/92,10/15/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,36,Ciro Angarita Baron,Sala Plena,C,C-558/92,10/15/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,35,Simon Rodriguez Rodriguez,Sala Plena,C,C-559/92,10/20/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,39,Simon Rodriguez Rodriguez,Sala Plena,C,C-560/92,10/20/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,63,Alejandro Martínez Caballero,Sala Plena,C,C-561/92,10/20/1992 12:00:00 AM,s.d.,s.d.
Tratado Internacional,TI,2,Jaime Sanin Greiffenstein,Sala Plena,C,C-562/92,10/22/1992 12:00:00 AM,s.d.,s.d.
Tratado Internacional,TI,4,Fabio Morón Díaz,Sala Plena,C,C-563/92,10/22/1992 12:00:00 AM,s.d.,s.d.
Tratado Internacional,TI,7,Eduardo Cifuentes Muñoz,Sala Plena,C,C-564/92,10/22/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3407,Fabio Morón Díaz,Salas de Revisión,T,T-565/92,10/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3848,Alejandro Martínez Caballero,Salas de Revisión,T,T-566/92,10/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3746,José Gregorio Hernández Galindo,Salas de Revisión,T,T-567/92,10/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3843,José Gregorio Hernández Galindo,Salas de Revisión,T,T-568/92,10/23/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2602,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-569/92,10/26/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2630,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-570/92,10/26/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2635,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-571/92,10/26/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,2975,Jaime Sanin Greiffenstein,Salas de Revisión,T,T-572/92,10/26/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,4459,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-603/92,10/27/1992 12:00:00 AM,s.d.,s.d.
Tratado Internacional,TI,6,Ciro Angarita Baron,Sala Plena,C,C-574/92,10/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3889,Ciro Angarita Baron,Salas de Revisión,T,T-573/92,10/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3853,Fabio Morón Díaz,Salas de Revisión,T,T-576/92,10/28/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,3885,Eduardo Cifuentes Muñoz,Salas de Revisión,T,T-577/92,10/28/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,66,Alejandro Martínez Caballero,Sala Plena,C,C-575/92,10/29/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,1848,Alejandro Martínez Caballero,Salas de Revisión,T,T-578/92,11/03/1992 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,58,Fabio Morón Díaz,Sala Plena,C,C-580/92,11/05/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,221,Simon Rodriguez Rodriguez,Salas de Revisión,T,T-585/92,11/10/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,4015,Ciro Angarita Baron,Salas de Revisión,T,T-581/92,11/11/1992 12:00:00 AM,s.d.,s.d.
Tutela,T,4109,Fabio Morón Díaz,Salas de Revisión,T,T-583/92,11/11/1992 12:00:00 AM,s.d.,s.d.
